"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Заполнение глицерином","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G21-S-4N-50F-6bar","от 0 до 6бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-10bar","от 0 до 10бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-16bar","от 0 до 16бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-25bar","от 0 до 25бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-40bar","от 0 до 40бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-60bar","от 0 до 60бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-100bar","от 0 до 100бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-160bar","от 0 до 160бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-250bar","от 0 до 250бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-400bar","от 0 до 400бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-600bar","от 0 до 600бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-1000bar","от 0 до 1000бар","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-0,6bar","от 0 до 0.6бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-1bar","от 0 до 1бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-1,6bar","от 0 до 1.6бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-2,5bar","от 0 до 2.5бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-4bar","от 0 до 4бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-6bar","от 0 до 6бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-10bar","от 0 до 10бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-16bar","от 0 до 16бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-25bar","от 0 до 25бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-40bar","от 0 до 40бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-60bar","от 0 до 60бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-100bar","от 0 до 100бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-160bar","от 0 до 160бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-250bar","от 0 до 250бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-400bar","от 0 до 400бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-600bar","от 0 до 600бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-1000bar","от 0 до 1000бар","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50A-60kPa","от 0 до 60кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-100kPa","от 0 до 100кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-160kPa","от 0 до 160кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-250kPa","от 0 до 250кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-400kPa","от 0 до 400кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-600kPa","от 0 до 600кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-1MPa","от 0 до 1МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-1,6MPa","от 0 до 1.6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-2,5MPa","от 0 до 2.5МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-4MPa","от 0 до 4МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-6MPa","от 0 до 6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-10MPa","от 0 до 10МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-16MPa","от 0 до 16МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-25MPa","от 0 до 25МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-40MPa","от 0 до 40МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-60MPa","от 0 до 60МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50A-100MPa","от 0 до 100МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-60kPa","от 0 до 60кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-100kPa","от 0 до 100кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-160kPa","от 0 до 160кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-250kPa","от 0 до 250кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-400kPa","от 0 до 400кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-600kPa","от 0 до 600кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-1MPa","от 0 до 1МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-1,6MPa","от 0 до 1.6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-2,5MPa","от 0 до 2.5МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-4MPa","от 0 до 4МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-6MPa","от 0 до 6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-10MPa","от 0 до 10МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-16MPa","от 0 до 16МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-25MPa","от 0 до 25МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-40MPa","от 0 до 40МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-60MPa","от 0 до 60МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4N-50A-100MPa","от 0 до 100МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-60kPa","от 0 до 60кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-100kPa","от 0 до 100кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-160kPa","от 0 до 160кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-250kPa","от 0 до 250кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-400kPa","от 0 до 400кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-600kPa","от 0 до 600кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-1MPa","от 0 до 1МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-1,6MPa","от 0 до 1.6МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-2,5MPa","от 0 до 2.5МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-4MPa","от 0 до 4МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-6MPa","от 0 до 6МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-10MPa","от 0 до 10МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-16MPa","от 0 до 16МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-25MPa","от 0 до 25МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-40MPa","от 0 до 40МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-60MPa","от 0 до 60МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-12M-50A-100MPa","от 0 до 100МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/A.png>"
,"G21-S-4G-50B-60kPa","от 0 до 60кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-100kPa","от 0 до 100кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-160kPa","от 0 до 160кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-250kPa","от 0 до 250кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-400kPa","от 0 до 400кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-600kPa","от 0 до 600кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-1MPa","от 0 до 1МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-1,6MPa","от 0 до 1.6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-2,5MPa","от 0 до 2.5МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-4MPa","от 0 до 4МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-6MPa","от 0 до 6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-10MPa","от 0 до 10МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-16MPa","от 0 до 16МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-25MPa","от 0 до 25МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-40MPa","от 0 до 40МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-60MPa","от 0 до 60МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50B-100MPa","от 0 до 100МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-60kPa","от 0 до 60кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-100kPa","от 0 до 100кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-160kPa","от 0 до 160кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-250kPa","от 0 до 250кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-400kPa","от 0 до 400кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-600kPa","от 0 до 600кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-1MPa","от 0 до 1МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-1,6MPa","от 0 до 1.6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-2,5MPa","от 0 до 2.5МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-4MPa","от 0 до 4МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-6MPa","от 0 до 6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-10MPa","от 0 до 10МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-16MPa","от 0 до 16МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-25MPa","от 0 до 25МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-40MPa","от 0 до 40МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-60MPa","от 0 до 60МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4N-50B-100MPa","от 0 до 100МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-60kPa","от 0 до 60кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-100kPa","от 0 до 100кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-160kPa","от 0 до 160кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-250kPa","от 0 до 250кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-400kPa","от 0 до 400кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-600kPa","от 0 до 600кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-1MPa","от 0 до 1МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-1,6MPa","от 0 до 1.6МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-2,5MPa","от 0 до 2.5МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-4MPa","от 0 до 4МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-6MPa","от 0 до 6МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-10MPa","от 0 до 10МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-16MPa","от 0 до 16МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-25MPa","от 0 до 25МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-40MPa","от 0 до 40МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-60MPa","от 0 до 60МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-12M-50B-100MPa","от 0 до 100МПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/B.png>"
,"G21-S-4G-50F-60kPa","от 0 до 60кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-100kPa","от 0 до 100кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-160kPa","от 0 до 160кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-250kPa","от 0 до 250кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-400kPa","от 0 до 400кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-600kPa","от 0 до 600кПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-1MPa","от 0 до 1МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-1,6MPa","от 0 до 1.6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-2,5MPa","от 0 до 2.5МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-4MPa","от 0 до 4МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-6MPa","от 0 до 6МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-10MPa","от 0 до 10МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-16MPa","от 0 до 16МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-25MPa","от 0 до 25МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-40MPa","от 0 до 40МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-60MPa","от 0 до 60МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4G-50F-100MPa","от 0 до 100МПа","G 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-60kPa","от 0 до 60кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-100kPa","от 0 до 100кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-160kPa","от 0 до 160кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-250kPa","от 0 до 250кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-400kPa","от 0 до 400кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-600kPa","от 0 до 600кПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-1MPa","от 0 до 1МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-1,6MPa","от 0 до 1.6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-2,5MPa","от 0 до 2.5МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-4MPa","от 0 до 4МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-6MPa","от 0 до 6МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-10MPa","от 0 до 10МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-16MPa","от 0 до 16МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-25MPa","от 0 до 25МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-40MPa","от 0 до 40МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-60MPa","от 0 до 60МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-4N-50F-100MPa","от 0 до 100МПа","NPT 1/4","50мм","нет","нет","<img src=assets/inventory/F.png>"
,"G21-S-12M-50F-60kPa","от 0 до 60кПа","M12x1.5","50мм","нет","нет","<img src=assets/inventory/F.png>"
