#,Заказной код,Параметр:Заказной код:Подсоединение,"Параметр:Заказной код:Длина, мм",Параметр:Заказной код:Количество поплавков,"Параметр:Заказной код:Материалы, контактирующие со средой",Параметр:Заказной код:Форма контакта,Параметр:Заказной код:Размер поплавка таблица,Параметр:Заказной код:Размер поплавка
,"LS-404P-2-2-11-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,SS316,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-2-11-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,SS316,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-2-11-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,SS316,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-2-11-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,SS316,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-2-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-2-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-2-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-2-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-5-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-5-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-5-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-5-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-8-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-8-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-8-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-8-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-11-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-11-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-11-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-2-3-11-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,SS316,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-1-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-1-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-1-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-1-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-3-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-3-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-3-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-3-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-4-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-4-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-4-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-4-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-6-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-6-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-6-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-6-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-7-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-7-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-7-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-7-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-9-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-9-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-9-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-9-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-10-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-10-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-10-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-1-10-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-2-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-2-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-2-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-2-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-5-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-5-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-5-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-5-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-8-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-8-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-8-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-8-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-11-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-11-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-11-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-2-11-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-2-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-2-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-2-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-2-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-5-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-5-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-5-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-5-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-8-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-8-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-8-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-8-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-11-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-11-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-11-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-3-3-11-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,ПВХ,50x70 (ПВХ),SPDT (150V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-1-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-1-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-1-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-1-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-3-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-3-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-3-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-3-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-4-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-4-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-4-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-4-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-6-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-6-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-6-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-6-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-7-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-7-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-7-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-7-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-9-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-9-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-9-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-9-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-10-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-10-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-10-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-1-10-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPST (230V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-2-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-2-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-2-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-2-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-5-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-5-H-L=2000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,2000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-5-H-L=3000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,3000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-5-H-L=4000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,4000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
,"LS-404P-4-2-8-H-L=1000mm-l1=____mm __mm, l2=____mm __mm, l3=____mm __mm, l4=____mm __mm",G1/2,1000,четыре,Полипропилен,50x70 (ПВХ),SPDT (250V AC/DC),четыре H - (ПВХ)
